Gabriel,Arthur2,Moschen3,Cascalho,JoaoHonesto,Otto,MaxRep,Moschen2,Daniel,AntonioPulcherio,KatnissEverdin,GuilhermeBarros,GuilhermePassos,LeoRodrigues,LuisEduardo,Vitoria,Cecilia2,Souza,Moschen1,AleaJactaEst,CorreVento,Vivis3,Valentim,Eliane2,AraraClayton,Arthur,Pedro02,Adriano1,Adriano3,Medusa,FlavioCCoelho,lucasresckIndeciso,Fernanda,MaisOuMenos,Pedro01,Oda,lucasresckRacional,Eliane,popst,Cecilia1,Luciene,GuilhermePassos2,Adriano2,Victor,lucasresckCansado,Gabrielp,wd1,rafaelmesq,FlavioCoelho,MediaAna,Otto2,leondiniz,jefferson,LeonardoPinheiro,jefferson2,GuilhermePassos3,Valentim2
0.0,1.0,1.0,0.7142857142857143,0.0,1.0,1.0,1.0,0.5,0.75,1.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.8214285714285714,0.42857142857142855,1.0,1.0,1.0,0.0,1.0,0.0,0.6607142857142857,0.6607142857142857,1.0,1.0,0.5357142857142857,1.0,0.0,0.39285714285714285,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.6607142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.125,0.6428571428571429,0.5,0.75,0.30357142857142855,1.0,0.7232142857142857,0.5,0.5,0.6964285714285714,1.0,0.10714285714285714,1.0,0.5,0.9910714285714286,0.5625,0.5178571428571429,1.0,0.5,0.8392857142857143,0.5089285714285714,0.5,1.0,1.0,0.30357142857142855,0.6517857142857143,0.08035714285714286,0.38392857142857145,0.36607142857142855,0.5,1.0,0.5625,0.5535714285714286,0.11607142857142858,0.42857142857142855,[0.8125],0.5267857142857143,0.044642857142857144,0.9553571428571429,0.25,0.7678571428571429,1.0,0.33035714285714285,0.0,0.0,0.125,1.0,0.0,0.0,0.30357142857142855,1.0,0.5,0.21428571428571427,1.0,0.7767857142857143,1.0,0.21428571428571427
0.27380952380952384,0.5535714285714286,0.6666666666666666,0.7261904761904762,0.3869047619047619,1.0,0.5535714285714286,0.6666666666666666,0.39285714285714285,0.6785714285714286,1.0,0.19642857142857142,1.0,0.6666666666666666,0.9464285714285714,0.5595238095238095,0.5238095238095238,1.0,0.47023809523809523,0.8035714285714286,0.47023809523809523,0.47023809523809523,1.0,0.9226190476190477,0.3869047619047619,0.5833333333333334,0.17261904761904762,0.4226190476190476,0.38095238095238093,0.48214285714285715,1.0,0.5535714285714286,0.42857142857142855,0.24404761904761904,0.4583333333333333,[0.72619048],0.5357142857142857,0.07142857142857142,0.9226190476190477,0.19642857142857142,0.75,1.0,0.44642857142857145,0.0,0.0,0.27380952380952384,1.0,0.0,0.0,0.40476190476190477,1.0,0.3333333333333333,0.3273809523809524,0.8035714285714286,0.6666666666666666,0.7440476190476191,0.3273809523809524
0.3794642857142857,0.5089285714285714,0.5,0.7053571428571429,0.4419642857142857,1.0,0.45535714285714285,0.5,0.36607142857142855,0.5625,1.0,0.25,0.8125,0.75,0.9330357142857143,0.5625,0.5133928571428571,1.0,0.40625,0.7946428571428571,0.4642857142857143,0.4732142857142857,1.0,0.9017857142857143,0.41964285714285715,0.5133928571428571,0.2857142857142857,0.4642857142857143,0.39732142857142855,0.4732142857142857,1.0,0.5669642857142857,0.39285714285714285,0.32589285714285715,0.5044642857142857,[0.6875],0.5401785714285714,0.09375,0.8973214285714286,0.17857142857142858,0.75,0.8392857142857143,0.33482142857142855,0.0,0.0,0.3794642857142857,1.0,0.0,0.0,0.4419642857142857,1.0,0.39732142857142855,0.38392857142857145,0.6785714285714286,0.6205357142857143,0.6205357142857143,0.38392857142857145
0.44642857142857145,0.475,0.6,0.7142857142857143,0.44285714285714284,1.0,0.3892857142857143,0.6,0.3464285714285714,0.6071428571428571,1.0,0.2571428571428571,0.6928571428571428,0.8,0.925,0.5607142857142857,0.5107142857142857,1.0,0.3678571428571429,0.8107142857142857,0.45714285714285713,0.4928571428571429,1.0,0.8964285714285715,0.4357142857142857,0.4785714285714286,0.2571428571428571,0.40714285714285714,0.4,0.4607142857142857,1.0,0.5642857142857143,0.3678571428571429,0.3892857142857143,0.4857142857142857,[0.63928571],0.5428571428571428,0.10357142857142858,0.9035714285714286,0.16071428571428573,0.7571428571428571,0.75,0.4357142857142857,0.0,0.0,0.44642857142857145,1.0,0.0,0.0,0.4607142857142857,1.0,0.45714285714285713,0.425,0.5857142857142857,0.5785714285714286,0.5571428571428572,0.425
0.49107142857142855,0.4791666666666667,0.5,0.7232142857142857,0.46130952380952384,1.0,0.34523809523809523,0.5,0.34226190476190477,0.6011904761904762,0.9583333333333334,0.24702380952380953,0.6160714285714286,0.8333333333333334,0.9226190476190477,0.5446428571428571,0.5089285714285714,1.0,0.4494047619047619,0.8154761904761905,0.46130952380952384,0.5089285714285714,1.0,0.8898809523809523,0.45535714285714285,0.4583333333333333,0.33035714285714285,0.45535714285714285,0.40773809523809523,0.4583333333333333,1.0,0.5476190476190477,0.3482142857142857,0.43452380952380953,0.4880952380952381,[0.61607143],0.5446428571428571,0.10416666666666667,0.9107142857142857,0.1488095238095238,0.7619047619047619,0.6875,0.3630952380952381,0.0,0.0,0.49107142857142855,1.0,0.0,0.0,0.47619047619047616,1.0,0.49702380952380953,0.44642857142857145,0.5208333333333334,0.5565476190476191,0.5119047619047619,0.44642857142857145
0.5204081632653061,0.47959183673469385,0.5714285714285714,0.7066326530612245,0.45663265306122447,1.0,0.3112244897959184,0.5714285714285714,0.34183673469387754,0.6122448979591837,0.9260204081632653,0.2653061224489796,0.5510204081632653,0.8571428571428571,0.9158163265306123,0.5331632653061225,0.5102040816326531,1.0,0.5280612244897959,0.8086734693877551,0.46938775510204084,0.5255102040816326,1.0,0.8877551020408163,0.4846938775510204,0.4489795918367347,0.3469387755102041,0.4362244897959184,0.40561224489795916,0.4489795918367347,1.0,0.5408163265306123,0.33163265306122447,0.46683673469387754,0.4923469387755102,[0.6122449],0.5459183673469388,0.10459183673469388,0.9107142857142857,0.14030612244897958,0.7653061224489796,0.6428571428571429,0.3112244897959184,0.0,0.0,0.5204081632653061,1.0,0.0,0.0,0.4897959183673469,1.0,0.5280612244897959,0.46938775510204084,0.4770408163265306,0.5306122448979592,0.47959183673469385,0.46938775510204084
0.5424107142857143,0.46205357142857145,0.5,0.7142857142857143,0.46651785714285715,1.0,0.2857142857142857,0.625,0.33705357142857145,0.6183035714285714,0.8995535714285714,0.27232142857142855,0.5022321428571429,0.875,0.90625,0.5379464285714286,0.5111607142857143,1.0,0.5870535714285714,0.8013392857142857,0.46651785714285715,0.5379464285714286,1.0,0.8861607142857143,0.5,0.453125,0.3705357142857143,0.46651785714285715,0.40401785714285715,0.43973214285714285,1.0,0.5334821428571429,0.328125,0.49107142857142855,0.49776785714285715,[0.59151786],0.546875,0.10267857142857142,0.9151785714285714,0.13169642857142858,0.7678571428571429,0.6049107142857143,0.3549107142857143,0.0,0.0,0.5424107142857143,1.0,0.0,0.0,0.4955357142857143,1.0,0.5513392857142857,0.48660714285714285,0.44419642857142855,0.5133928571428571,0.4575892857142857,0.48660714285714285
0.5595238095238095,0.4503968253968254,0.5555555555555556,0.7103174603174603,0.4861111111111111,1.0,0.26587301587301587,0.5555555555555556,0.32936507936507936,0.621031746031746,0.878968253968254,0.2857142857142857,0.46825396825396826,0.8888888888888888,0.8988095238095238,0.5456349206349206,0.5099206349206349,1.0,0.5575396825396826,0.8055555555555556,0.4742063492063492,0.5456349206349206,1.0,0.8869047619047619,0.5158730158730159,0.44642857142857145,0.39087301587301587,0.4444444444444444,0.40476190476190477,0.4365079365079365,1.0,0.5119047619047619,0.32341269841269843,0.5079365079365079,0.5119047619047619,[0.57936508],0.5476190476190477,0.10119047619047619,0.9206349206349206,0.12698412698412698,0.7698412698412699,0.5793650793650794,0.31547619047619047,0.0,0.0,0.5595238095238095,1.0,0.0,0.0,0.49206349206349204,1.0,0.5694444444444444,0.498015873015873,0.41865079365079366,0.501984126984127,0.4384920634920635,0.498015873015873
0.5732142857142857,0.44642857142857145,0.5,0.7035714285714286,0.48928571428571427,1.0,0.25,0.6,0.31607142857142856,0.575,0.8625,0.2982142857142857,0.44642857142857145,0.9,0.8910714285714286,0.5464285714285714,0.5089285714285714,1.0,0.5821428571428572,0.7982142857142858,0.48035714285714287,0.5517857142857143,1.0,0.8857142857142857,0.5196428571428572,0.4446428571428571,0.41964285714285715,0.46785714285714286,0.4107142857142857,0.4392857142857143,1.0,0.5089285714285714,0.325,0.5214285714285715,0.5232142857142857,[0.57142857],0.5482142857142858,0.09642857142857143,0.925,0.12142857142857143,0.7714285714285715,0.5589285714285714,0.3482142857142857,0.0,0.0,0.5732142857142857,1.0,0.0,0.0,0.5017857142857143,1.0,0.5857142857142857,0.5017857142857143,0.3982142857142857,0.4982142857142857,0.425,0.5017857142857143
