AraraClayton,AntonioPulcherio,Cascalho,Adriano1,Moschen1,Daniel,Cecilia1,Arthur2,Arthur,Cecilia2,Eliane,Eliane2,CorreVento,Adriano2,FlavioCoelho,Gabriel,Fernanda,AleaJactaEst,FlavioCCoelho,Adriano3,Gabrielp
965.0,0.0,0.0,413.0,180.0,0.0,0.0,592.0,691.0,126.0,0.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976.0,0.0,0.0,423.0,180.0,0.0,0.0,593.0,696.0,135.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985.0,0.0,0.0,430.0,186.0,0.0,0.0,591.0,699.0,135.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993.0,0.0,0.0,443.0,186.0,0.0,0.0,591.0,710.0,141.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999.0,0.0,0.0,450.0,192.0,0.0,0.0,591.0,714.0,141.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998.0,0.0,0.0,441.0,183.0,0.0,0.0,585.0,710.0,135.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990.0,0.0,0.0,436.0,174.0,0.0,0.0,578.0,703.0,126.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996.0,0.0,0.0,443.0,168.0,0.0,0.0,586.0,710.0,129.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987.0,0.0,0.0,438.0,159.0,0.0,0.0,569.0,707.0,117.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995.0,0.0,0.0,451.0,162.0,0.0,0.0,574.0,711.0,123.0,0.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003.0,0.0,0.0,458.0,168.0,0.0,0.0,571.0,713.0,126.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018.0,0.0,0.0,464.0,165.0,0.0,0.0,581.0,720.0,132.0,0.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014.0,0.0,0.0,453.0,165.0,0.0,0.0,569.0,707.0,123.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020.0,0.0,0.0,466.0,159.0,0.0,0.0,578.0,711.0,132.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028.0,0.0,0.0,473.0,162.0,0.0,0.0,577.0,712.0,135.0,0.0,0.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031.0,0.0,0.0,474.0,144.0,0.0,0.0,565.0,705.0,126.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025.0,0.0,0.0,465.0,144.0,0.0,0.0,553.0,693.0,117.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036.0,0.0,0.0,478.0,141.0,0.0,0.0,551.0,696.0,126.0,0.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032.0,0.0,0.0,470.0,138.0,0.0,0.0,537.0,684.0,114.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027.0,0.0,0.0,471.0,126.0,0.0,0.0,531.0,680.0,105.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022.0,0.0,0.0,463.0,114.0,0.0,0.0,521.0,675.0,96.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017.0,0.0,0.0,464.0,99.0,0.0,0.0,512.0,676.0,87.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013.0,0.0,0.0,452.0,93.0,0.0,0.0,499.0,665.0,84.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.0,0.0,0.0,450.0,84.0,0.0,0.0,492.0,657.0,84.0,0.0,0.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014.0,0.0,0.0,460.0,87.0,0.0,0.0,492.0,656.0,90.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014.0,0.0,0.0,458.0,72.0,0.0,0.0,482.0,650.0,78.0,0.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011.0,0.0,0.0,453.0,66.0,0.0,0.0,464.0,644.0,72.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020.0,0.0,0.0,457.0,63.0,0.0,0.0,471.0,649.0,81.0,0.0,0.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029.0,0.0,0.0,457.0,72.0,0.0,0.0,470.0,657.0,81.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041.0,0.0,0.0,461.0,75.0,0.0,0.0,474.0,658.0,90.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037.0,0.0,0.0,459.0,66.0,0.0,0.0,468.0,648.0,78.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049.0,0.0,0.0,469.0,66.0,0.0,0.0,471.0,654.0,84.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058.0,0.0,0.0,473.0,75.0,0.0,0.0,473.0,655.0,90.0,0.0,0.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058.0,0.0,0.0,461.0,69.0,0.0,0.0,466.0,649.0,87.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061.0,0.0,0.0,471.0,78.0,0.0,0.0,465.0,656.0,87.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067.0,0.0,0.0,481.0,72.0,0.0,0.0,470.0,666.0,96.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060.0,0.0,0.0,476.0,63.0,0.0,0.0,456.0,656.0,87.0,0.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069.0,0.0,0.0,483.0,60.0,0.0,0.0,461.0,662.0,93.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067.0,0.0,0.0,478.0,54.0,0.0,0.0,444.0,652.0,87.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069.0,0.0,0.0,472.0,42.0,0.0,0.0,441.0,643.0,84.0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059.0,0.0,0.0,461.0,36.0,0.0,0.0,430.0,637.0,78.0,0.0,0.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064.0,0.0,0.0,468.0,36.0,0.0,0.0,431.0,640.0,87.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055.0,0.0,0.0,460.0,27.0,0.0,0.0,420.0,633.0,75.0,0.0,0.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064.0,0.0,0.0,470.0,27.0,0.0,0.0,422.0,643.0,81.0,0.0,0.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053.0,0.0,0.0,468.0,18.0,0.0,0.0,413.0,634.0,75.0,0.0,0.0,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057.0,0.0,0.0,462.0,12.0,0.0,0.0,410.0,627.0,72.0,0.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062.0,0.0,0.0,469.0,21.0,0.0,0.0,410.0,627.0,75.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062.0,0.0,0.0,467.0,9.0,0.0,0.0,398.0,620.0,66.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055.0,0.0,0.0,465.0,3.0,0.0,0.0,383.0,613.0,57.0,0.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046.0,0.0,0.0,469.0,-3.0,0.0,0.0,375.0,607.0,54.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041.0,0.0,0.0,460.0,0.0,0.0,0.0,363.0,603.0,47.0,0.0,0.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040.0,0.0,0.0,451.0,0.0,0.0,0.0,359.0,595.0,40.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035.0,0.0,0.0,448.0,0.0,0.0,0.0,349.0,591.0,30.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030.0,0.0,0.0,442.0,0.0,0.0,0.0,342.0,588.0,23.0,0.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028.0,0.0,0.0,439.0,0.0,0.0,0.0,335.0,583.0,13.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027.0,0.0,0.0,436.0,0.0,0.0,0.0,323.0,574.0,6.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029.0,0.0,0.0,427.0,0.0,0.0,0.0,309.0,569.0,-1.0,0.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032.0,0.0,0.0,434.0,0.0,0.0,0.0,311.0,570.0,0.0,0.0,0.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035.0,0.0,0.0,432.0,0.0,0.0,0.0,312.0,578.0,0.0,0.0,0.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038.0,0.0,0.0,430.0,0.0,0.0,0.0,313.0,582.0,0.0,0.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029.0,0.0,0.0,429.0,0.0,0.0,0.0,306.0,581.0,0.0,0.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029.0,0.0,0.0,430.0,0.0,0.0,0.0,307.0,589.0,0.0,0.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023.0,0.0,0.0,423.0,0.0,0.0,0.0,299.0,586.0,0.0,0.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028.0,0.0,0.0,427.0,0.0,0.0,0.0,298.0,591.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020.0,0.0,0.0,423.0,0.0,0.0,0.0,291.0,587.0,0.0,0.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018.0,0.0,0.0,419.0,0.0,0.0,0.0,284.0,584.0,0.0,0.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016.0,0.0,0.0,412.0,0.0,0.0,0.0,275.0,580.0,0.0,0.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014.0,0.0,0.0,408.0,0.0,0.0,0.0,269.0,572.0,0.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.0,0.0,0.0,404.0,0.0,0.0,0.0,266.0,566.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001.0,0.0,0.0,394.0,0.0,0.0,0.0,259.0,563.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007.0,0.0,0.0,398.0,0.0,0.0,0.0,257.0,565.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001.0,0.0,0.0,397.0,0.0,0.0,0.0,252.0,558.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010.0,0.0,0.0,398.0,0.0,0.0,0.0,253.0,561.0,0.0,0.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005.0,0.0,0.0,394.0,0.0,0.0,0.0,244.0,556.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008.0,0.0,0.0,401.0,0.0,0.0,0.0,246.0,556.0,0.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,0.0,0.0,394.0,0.0,0.0,0.0,237.0,556.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,0.0,0.0,387.0,0.0,0.0,0.0,228.0,552.0,0.0,0.0,0.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999.0,0.0,0.0,394.0,0.0,0.0,0.0,229.0,557.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997.0,0.0,0.0,390.0,0.0,0.0,0.0,218.0,553.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989.0,0.0,0.0,389.0,0.0,0.0,0.0,211.0,550.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995.0,0.0,0.0,393.0,0.0,0.0,0.0,211.0,553.0,0.0,0.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988.0,0.0,0.0,389.0,0.0,0.0,0.0,202.0,552.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985.0,0.0,0.0,382.0,0.0,0.0,0.0,191.0,555.0,0.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982.0,0.0,0.0,378.0,0.0,0.0,0.0,182.0,551.0,0.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985.0,0.0,0.0,382.0,0.0,0.0,0.0,185.0,551.0,0.0,0.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986.0,0.0,0.0,378.0,0.0,0.0,0.0,176.0,547.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989.0,0.0,0.0,382.0,0.0,0.0,0.0,174.0,552.0,0.0,0.0,0.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997.0,0.0,0.0,389.0,0.0,0.0,0.0,177.0,559.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992.0,0.0,0.0,385.0,0.0,0.0,0.0,173.0,551.0,0.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984.0,0.0,0.0,381.0,0.0,0.0,0.0,167.0,549.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978.0,0.0,0.0,377.0,0.0,0.0,0.0,160.0,546.0,0.0,0.0,0.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973.0,0.0,0.0,376.0,0.0,0.0,0.0,152.0,544.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965.0,0.0,0.0,366.0,0.0,0.0,0.0,149.0,540.0,0.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960.0,0.0,0.0,365.0,0.0,0.0,0.0,145.0,535.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962.0,0.0,0.0,369.0,0.0,0.0,0.0,144.0,536.0,0.0,0.0,0.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957.0,0.0,0.0,365.0,0.0,0.0,0.0,136.0,532.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963.0,0.0,0.0,369.0,0.0,0.0,0.0,139.0,538.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958.0,0.0,0.0,365.0,0.0,0.0,0.0,131.0,534.0,0.0,0.0,0.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956.0,0.0,0.0,358.0,0.0,0.0,0.0,123.0,527.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951.0,0.0,0.0,348.0,0.0,0.0,0.0,118.0,524.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948.0,0.0,0.0,338.0,0.0,0.0,0.0,114.0,522.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946.0,0.0,0.0,334.0,0.0,0.0,0.0,106.0,517.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941.0,0.0,0.0,324.0,0.0,0.0,0.0,97.0,513.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935.0,0.0,0.0,323.0,0.0,0.0,0.0,93.0,511.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933.0,0.0,0.0,313.0,0.0,0.0,0.0,89.0,506.0,0.0,0.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938.0,0.0,0.0,320.0,0.0,0.0,0.0,87.0,512.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931.0,0.0,0.0,319.0,0.0,0.0,0.0,82.0,510.0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923.0,0.0,0.0,312.0,0.0,0.0,0.0,72.0,509.0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921.0,0.0,0.0,305.0,0.0,0.0,0.0,62.0,501.0,0.0,0.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926.0,0.0,0.0,312.0,0.0,0.0,0.0,65.0,507.0,0.0,0.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921.0,0.0,0.0,311.0,0.0,0.0,0.0,61.0,498.0,0.0,0.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915.0,0.0,0.0,301.0,0.0,0.0,0.0,57.0,494.0,0.0,0.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924.0,0.0,0.0,302.0,0.0,0.0,0.0,61.0,495.0,0.0,0.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919.0,0.0,0.0,292.0,0.0,0.0,0.0,56.0,491.0,0.0,0.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922.0,0.0,0.0,290.0,0.0,0.0,0.0,60.0,496.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925.0,0.0,0.0,291.0,0.0,0.0,0.0,61.0,504.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925.0,0.0,0.0,287.0,0.0,0.0,0.0,56.0,502.0,0.0,0.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920.0,0.0,0.0,280.0,0.0,0.0,0.0,51.0,495.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918.0,0.0,0.0,273.0,0.0,0.0,0.0,45.0,492.0,0.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913.0,0.0,0.0,266.0,0.0,0.0,0.0,42.0,488.0,0.0,0.0,0.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904.0,0.0,0.0,262.0,0.0,0.0,0.0,36.0,486.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899.0,0.0,0.0,255.0,0.0,0.0,0.0,30.0,482.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893.0,0.0,0.0,254.0,0.0,0.0,0.0,24.0,480.0,0.0,0.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898.0,0.0,0.0,258.0,0.0,0.0,0.0,29.0,487.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896.0,0.0,0.0,254.0,0.0,0.0,0.0,18.0,483.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899.0,0.0,0.0,258.0,0.0,0.0,0.0,20.0,490.0,0.0,0.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894.0,0.0,0.0,251.0,0.0,0.0,0.0,16.0,486.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899.0,0.0,0.0,252.0,0.0,0.0,0.0,21.0,488.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906.0,0.0,0.0,259.0,0.0,0.0,0.0,21.0,492.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904.0,0.0,0.0,252.0,0.0,0.0,0.0,14.0,488.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909.0,0.0,0.0,253.0,0.0,0.0,0.0,17.0,490.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907.0,0.0,0.0,250.0,0.0,0.0,0.0,7.0,482.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902.0,0.0,0.0,241.0,0.0,0.0,0.0,1.0,472.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895.0,0.0,0.0,238.0,0.0,0.0,0.0,-5.0,468.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,447.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
