recompensa38
0
0
0
0
38
38
38
38
0
38
38
0
38
0
0
0
38
38
38
38
38
0
38
0
38
0
36
36
0
0
34
0
34
34
34
0
0
34
34
34
34
0
34
0
0
0
34
34
34
0
0
34
34
0
34
0
0
0
0
0
30
30
0
0
0
0
28
0
0
28
0
0
0
0
0
0
0
26
26
26
0
26
26
0
26
0
0
0
0
24
24
24
0
0
0
0
0
24
24
0
0
24
0
0
0
0
24
0
24
24
24
24
24
24
24
0
24
0
24
24
24
0
0
24
0
0
24
0
0
22
0
22
0
22
0
22
0
22
22
0
22
0
22
0
22
22
0
0
22
0
0
0
0
20
20
20
20
20
20
20
0
0
0
20
0
0
0
0
0
0
20
0
20
20
0
0
0
0
20
20
20
0
20
20
0
0
0
0
0
16
0
0
16
16
0
0
16
16
0
0
0
0
0
0
0
16
0
0
14
14
14
14
14
0
0
0
14
0
0
0
14
0
0
14
14
0
0
0
14
0
0
14
14
14
14
0
14
14
14
14
14
14
0
14
14
0
14
14
0
0
14
0
0
0
0
14
0
14
0
14
0
14
14
0
14
0
0
14
0
0
14
0
14
14
14
14
14
14
14
0
0
14
14
0
0
0
0
0
14
14
0
14
0
14
14
14
0
14
0
0
0
10
0
0
10
0
10
10
0
10
0
0
0
0
0
0
0
0
0
0
0
0
10
0
10
0
0
10
10
0
10
0
0
10
10
10
0
10
10
0
10
0
10
0
0
10
0
10
0
8
0
8
0
0
8
8
0
8
0
8
0
0
8
8
0
0
0
8
0
0
0
0
8
8
8
8
0
0
0
8
0
8
8
8
8
0
8
0
0
8
0
8
8
0
8
0
0
0
8
8
8
8
8
8
8
8
8
8
0
0
8
8
8
8
8
8
0
0
8
8
8
0
8
0
0
0
0
8
0
0
8
0
0
8
0
0
0
0
0
0
8
8
0
8
0
8
0
8
0
8
0
6
0
0
0
0
6
0
6
0
0
0
6
6
6
6
0
0
0
0
6
0
0
0
0
0
0
0
0
0
6
0
0
6
0
0
0
6
0
0
0
6
6
0
0
0
6
6
6
0
0
6
0
6
6
0
6
0
0
0
6
0
0
6
0
0
6
0
0
6
6
0
6
6
0
6
6
0
6
6
6
0
0
6
0
6
0
6
0
6
6
6
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
4
0
0
0
0
0
0
0
0
4
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
4
0
0
0
4
0
0
4
0
4
0
0
0
0
0
0
4
0
0
0
0
0
0
0
4
0
0
0
0
4
0
0
0
4
0
0
0
0
0
0
0
0
0
4
4
0
0
4
0
0
0
0
0
0
0
0
4
0
0
4
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
